name;urls;description
Slingshot;http://slingshotahead.com, https://twitter.com/@Slingshotahead, http://crunchbase.com/organization/slingshot-ahead;We place high school prodigies at YC, Techstars companies. Think about what college basketball scouts is to HS basketball. We're that for HS coders and hackers.
Slingshot Aerospace;http://slingshotaerospace.com, https://twitter.com/@sling_shot_aero, http://crunchbase.com/organization/slingshot-aerospace#section-overview;Slingshot develops technology to process and mine the disparate, ever-increasing deluge of signal data at a scale optimized for earth observation.
Slope Software;http://slopesoftware.com, https://twitter.com/@SlopeSoftware, http://crunchbase.com/organization/slope-software;SLOPE helps insurance companies perform the difficult task of quantifying risk by enabling their actuaries to do better analysis in a fraction of the time.
Slytrackr;http://slytrackr.com, http://crunchbase.com/organization/slytrackr;Advanced manufacturing solutions for all ages of machinery.
Smallhold;http://smallhold.com, https://twitter.com/@smallhold, http://crunchbase.com/organization/smallhold#section-overview;Smallhold allows businesses and individuals to grow mushrooms and leafy greens easily and affordably through it's technology and subscription service.
SmallKnot;http://smallknot.com, https://twitter.com/@smallknot, http://crunchbase.com/organization/smallknot;Invest in your neighborhood
Smartbin.io;http://smartbin.io, https://twitter.com/@Smartbin_, http://crunchbase.com/organization/two-iot;Smartbin is an indoor waste bin that notifies you when its full, keeps your space tidy and collects data about waste and recycling generation every single day.
SMART Charts;http://mysmartcharts.com, https://twitter.com/@mysmartcharts, http://crunchbase.com/organization/smart-charts;
Smart Diagnostics Systems;http://smartdiagnosticssystems.com, https://twitter.com/@SDSdetects, http://crunchbase.com/organization/smart-diagnostics-systems;SDS has developed and patented an advanced sensor, hardware, and software platform to detect pathogens, in food, throughout all points of the food supply chain.
Smarter Human;http://smarter-human.com, https://twitter.com/@smarter_human, http://crunchbase.com/organization/smarter-human;Solutions to help businesses make their use of AI and machine learning ethical and compliant to regulation.
SmartHop;http://smarthop.co, https://twitter.com/@smarthop, http://crunchbase.com/organization/smarthop;SmartHop is an autonomous dispatcher for truckers to plan, search and book loads!
Smart Host;http://smarthost.me, https://twitter.com/@smarthost, http://crunchbase.com/organization/smart-host;Dynamic Pricing & Data Analytics for Vacation Rentals
SmartMind;http://smartmind.team, https://twitter.com/@SmartMi71261326, http://crunchbase.com/organization/smartmind;We provide AI-powered digital advertising management platform to maximize sales revenue by orchestrating multi channels with real time purchase pattern analysis
Smart MS3;http://smartms3.com, http://crunchbase.com/organization/smart-ms3;Bringing physical therapy to the digital era
Smarton Learning Solutions;http://smarton.co, https://twitter.com/@GetSmarton, http://crunchbase.com/organization/smarton-learning;SmartOn Learning ia an online bootcamp for digital skills teaching specific technology tools. 90% of all jobs today require digital skills. There are millions of jobs that are unfilled because of the digital skill-gap. The current alternatives that address this problem are either ineffective or unaffordable. SmartOn bridges the digital skill gap through their technology-tool specific training. their immersive online courses are 1) created in collaboration with some of the best and popular technology companies such as Shopify (вЂњproduct partnersвЂќ) and 2) Fullstack i.e. addressing all the skills required for a particular role. Their learners work on real and in-depth projects with the help of mentors. Upon successful completion of course and projects, learners get certified by their product partners. Their learners master the tools that make them job-ready
Smart Toy;http://smarttoylabs.com, https://twitter.com/@smarttoy, http://crunchbase.com/organization/ubooly;Smart Toys & Games
Smeisty;http://smeisty.com, https://twitter.com/@daddioeth, http://crunchbase.com/organization/smeisty;Smeisty is a single platform that supports companies at every stage of their NFT journey.
smileML;http://smile-ml.com, https://twitter.com/@smileML, http://crunchbase.com/organization/smileml-inc;Making emotion recognition an exact science.
Smiletronix;http://smiletronix.com, https://twitter.com/@smiletronix, http://crunchbase.com/organization/smiletronix;Smiletronix is an on-demand home dental check-up solution that lets you take control of your dental health using our personal hand held device and app.
Smore;http://smore.com, https://twitter.com/@SmoreNewsletter, http://crunchbase.com/organization/smore;Beautiful, effective online flyers
SnapEngage;http://snapengage.com, https://twitter.com/@snapengage, http://crunchbase.com/organization/snap-engage;SnapEngage Live Chat
snapland;http://snap.land, http://crunchbase.com/organization/snapland;snapland helps real estate companies find hidden market opportunities.
Snapscreen;http://snapscreen.com, https://twitter.com/@snapscreen_com, http://crunchbase.com/organization/snapscreen;Snapscreen makes TV and Streaming socially shareable and discoverable
SnapSwap International S.A.;http://snapswap.eu, https://twitter.com/@SnapSwap, http://crunchbase.com/organization/snapswap#/entity;Automated (24/7/365), compliant, online and mobile onboarding solution
Snippet Finance;http://snippetfinance.com, http://crunchbase.com/organization/snippet-finance;FinTech / HR Tech platform, providing financial health education and salary-deductible loans as an HR benefit plan.
SnowShoe;http://snowshoestamp.com, https://twitter.com/@SnowShoeStamp, http://crunchbase.com/organization/snowshoe;The future of authentication
socedo;http://socedo.com, https://twitter.com/@SocedoApp, http://crunchbase.com/organization/socedo;Socedo helps businesses discover leads and drive more sales/conversions on the social web.
SocialCapital;http://socialcapital.io, https://twitter.com/@socialcapitalio, http://crunchbase.com/organization/socialcapital;Using just an email address, SocialCapital instantly generates a deep psychological profile which helps you research and communicate with the people that are im
Social Champ;http://socialchamp.io, https://twitter.com/@socialchampsays, http://crunchbase.com/organization/social-champ-inc;The next generation's simplest social media management tool, helping users to publish, analyze content, and engage with their audience - all from one place!
SocialCrunch;http://socialcrunch.com, https://twitter.com/@SocialCrunch, http://crunchbase.com/organization/socialcrunch;The new way to unlock provocative insights for brands and their agencies
SocialEngine;http://socialengine.com, https://twitter.com/@socialengine, http://crunchbase.com/organization/socialengine;Builds vibrant, customizable online communities
Social Lender;http://sociallenderng.com, https://twitter.com/@sociallenderng, http://crunchbase.com/organization/social-lender;microcredit based on Social Reputation
SocialMama App;http://socialmama.us, https://twitter.com/@socialmamaapp, http://crunchbase.com/organization/social-mama;SocialMama supports women throughout their motherhood journey - providing access to community, mental and health solutions.
SocialPreneur Lab;http://socialpreneurlab.org, https://twitter.com/@socialpreneurlb, http://crunchbase.com/organization/socialpreneur-lab;Edtech Company providing an applied learning entrepreneurship opportunities for youth.
SocialSci;http://socialsci.com, https://twitter.com/@socialsci, http://crunchbase.com/organization/socialsci;Further science
SocialSign.in;http://socialsign.in, https://twitter.com/@SocialSignIn, http://crunchbase.com/organization/socialsignin;Use WiFi to build relationships with customers
Socialthing;http://socialthing.com, https://twitter.com/@socialthing, http://crunchbase.com/organization/socialthing;Simplifying the management of sites and services that you already use
Socian Technologies;http://socian.io, https://twitter.com/@socian08, http://crunchbase.com/organization/socian-technologies;Socian is a pre-revenue tech startup building autonomous drone systems that serve as the ultimate accountability tool for safer community policing. AI adds value to our systems by tracking suspects at large and identifying weapons while supporting both law enforcement and commercial customers to save lives.
Softcube;http://softcube.com, https://twitter.com/@Softcube_video, http://crunchbase.com/organization/softcube#section-overview;Automatic video ad creation and optimisation for all products in a store's catalog
SokoDAO;http://joinsoko.com, https://twitter.com/@JoinSoko, http://crunchbase.com/organization/soko-3e2a;Soko is a web3 recruiting community changing the way the world works
Solace Vision;http://solacevision.com, https://twitter.com/@solacevision, http://crunchbase.com/organization/solace-vision;Solace Vision automates metaverse development in just a few sentences of input. Turn a few words into vast virtual worlds.
Solar Unsoiled;http://solarunsoiled.com;Provides predictive models to mitigate the impact of energy losses due to dust and air pollution and targets optimization
Sol Clarity;http://solclarityeds.com, http://crunchbase.com/organization/sol-clarity;Water-free, Automated and Self-Cleaning Solar Power.
Solenica;http://solenica.com, https://twitter.com/@_Solenica_, http://crunchbase.com/organization/solenica;Solenica completely reshapes your experience of the indoors through beautifully Italian designed robots that improve the spaces you work and live in.
SoleSafe;http://solesafe.co, http://crunchbase.com/organization/solesafe;SoleSafe is an asset management platform for sneakers and other collectables.
Solestial;http://regher.com, http://crunchbase.com/organization/regher-solar;Solestial is on a mission to deliver cost-effective, reliable and safe solutions to power the new space economy.
SoLo Funds;http://solofunds.com, https://twitter.com/@solofunds, http://crunchbase.com/organization/solo-funds-inc;SoLo Funds is a mobile lending exchange connecting lenders and borrowers for the purpose of providing more affordable access to loans under $1,000
Solstice;http://solstice.us, https://twitter.com/@solarforgood, http://crunchbase.com/organization/https:;Solstice radically expands access to clean energy by providing community-shared solar power to the 80 percent of Americans that cannot install a system on their rooftop.
Soluki;http://soluki.com, https://twitter.com/@solukicom, http://crunchbase.com/organization/soluki;Mobile website building platform for the new, mobile-first internet.
Somatic Labs;http://somaticlabs.io, https://twitter.com/@SomaticLabs, http://crunchbase.com/organization/somatic-labs;We're designing for a future without screens - starting with a platform for haptic communication.
SOMM'IT;http://somm-it.com, https://twitter.com/@sommitapp, http://crunchbase.com/organization/somm-it#section-overview;Somm'It is the ultimate beverages management tool for restaurants who use beverages as key asset for profitability
soona;http://soona.co, https://twitter.com/@soonastudios, http://crunchbase.com/organization/soona;Provides brands with fast casual content at a same-day photo and video studio.
Sophia;http://trysophia.com, https://twitter.com/@sophiatherapy, http://crunchbase.com/organization/sophia-335f;practice management for mental health therapists
Sopris Health;http://soprishealth.com, https://twitter.com/@soprishealth, http://crunchbase.com/organization/sopris;Sopris Health is an intelligent clinical operations platform featuring a pioneering A.I. assistant that automates documentation for clinicians
Sorry As A Service;http://sorryasaservice.com, https://twitter.com/@SorryAsAService, http://crunchbase.com/organization/sorry-as-a-service#section-overview;Sorry as a Service is a customer retention solution that enables businesses to send apologies, measure, track and optimize their retention activities and reduce churn and negative sentiment.
S/O/S;http://worldofsos.com, https://twitter.com/@world_of_sos, http://crunchbase.com/organization/s-o-s;A retail platform for women that is transforming access to health and wellness products on-the-go #Consumer #Retail #FemTech
soundcharts;http://soundcharts.com, https://twitter.com/@soundcharts, http://crunchbase.com/organization/soundcharts;Soundcharts is a company that provides market intelligence for the entire music industry.
SoundTrack AI;http://soundtrackai.com, http://crunchbase.com/organization/soundtrack;Soundtrack AI is a acoustics-based and AI-enabled Predictive Maintenance Platform.
Sourcery.AI;http://sourcery.ai, https://twitter.com/@SourceryAI, http://crunchbase.com/organization/sourcery-9141;Powering developers to write beautiful, clear code all the time through real time refactoring. Improving code for 1k+ developers/week & teams at top companies.
Southie Autonomy;http://southieautonomyworks.com, https://twitter.com/@SouthieAutonomy, http://crunchbase.com/organization/southie-autonomy;On-the-fly robot re-tasking that's easy and affordable for everyone.
SOZIE;http://sozie.com, https://twitter.com/@sozie, http://crunchbase.com/organization/sozie;Models don't look like shoppers. Sozies do. We are online fashion's solution to size and fit challenges.
Space Products and Innovation GmbH;http://spinintech.com, https://twitter.com/@spinintech, http://crunchbase.com/organization/space-innovation-and-innovation-gmbh;Revolutionising satellite manufacturing with plug and play
SpaceView;http://space.vu, https://twitter.com/@spaceviewapp, http://crunchbase.com/organization/spaceview;SpaceView is an augmented reality platform that enables anyone to visualize what a physical product will look like in any space, instantly.
SPARE;http://gotspare.com, https://twitter.com/@gotspare, http://crunchbase.com/organization/spare-cs-inc;A cash management solution for small business that works by turning the any cash register into an ATM.
Sparen Homes;http://sparenhomes.com, https://twitter.com/@sparenhomes;A real estate marketplace that uses predictive algorithms to discover and connect interested buyers to the right sellers, saving them both time and money.
Spark Change;http://sparkchange.io, https://twitter.com/@sparkchangeuk, http://crunchbase.com/organization/spark-43fa;Spark is a financial instrument that makes investing in carbon as easy as investing in the stock market, allowing individuals to erase their carbon footprint.
SparkCharge;http://sparkcharge.io, https://twitter.com/@sparkcharge, http://crunchbase.com/organization/sparkcharge;Portable, UltraFast, Modular Electric Vehicle Charging Units
Sparktrend;http://sparktrend.com, https://twitter.com/@lovesparktrend, http://crunchbase.com/organization/seedfuse;Connecting images to commerce at scale
Spatial;http://spatialabs.io, https://twitter.com/@spatialxr, http://crunchbase.com/organization/spatial-inc;Stealth Start up
Spatialedge;http://spatialedge.co.za, https://twitter.com/@Spatialedge_, http://crunchbase.com/organization/spatialedge;Spatialedge helps you build profitable customer relationships at scale using geospatial data and AI
SPCE;http://liveinspce.com, https://twitter.com/@liveinspce, http://crunchbase.com/organization/spce;SPCE works with universities to enhance the student experience by being the 1st point of call for the provision of off-campus accommodation
Speak Ai;http://speakai.co, https://twitter.com/@speakai_co, http://crunchbase.com/organization/speak-ai-6c04;Turn your language data into insights, fast.
Speakbox;http://speakbox.ca, https://twitter.com/@hi_speakbox, http://crunchbase.com/organization/speakbox;Speakbox enables mental health practitioners and their clients to have the right information at the right time through a collaborative care platform.
Specless;http://gospecless.com, https://twitter.com/@gospecless, http://crunchbase.com/organization/specless#/entity;Specless empowers publishers to evolve beyond the banner ad and sell richer and more effective advertising experiences.
SpectatAR;http://spectatar.co, https://twitter.com/@spectatar, http://crunchbase.com/organization/spectatar;
Speedwell & Yarrow;http://speedwellandyarrow.com, https://twitter.com/@SpeedwellYarrow, http://crunchbase.com/organization/speedwell-yarrow;We help companies retain top talent and increase diversity with a smart, scalable, concierge to help high-potential talent manage the craziness of their lives.
Speeko;http://speeko.co, https://twitter.com/@SpeekoApp, http://crunchbase.com/organization/speeko;Automated voice analytics and personalized coaching
SPEEQO;http://speeqo.com, https://twitter.com/@speeqocom, http://crunchbase.com/organization/speeqo;SPEEQO is speech analysis software for customer contact channels to optimise communication costs and tailor responses using emotion recognition technology.
Spero;http://spero.io, https://twitter.com/@speroforcancer, http://crunchbase.com/organization/spot-tech;Spero builds mobile communities and tools for chronic illnesses.
SpexAI GmbH;http://spexai.com, https://twitter.com/@SpexAI, http://crunchbase.com/organization/spexai-gmbh;Unlocking millions of revenue by simplifying plant production and delivering actionable insights in real-time.
Sphero;http://sphero.com, https://twitter.com/@Sphero, http://crunchbase.com/organization/orbotix;We create amazing connected toys.
SPIDR Tech;http://spidrtech.com, https://twitter.com/@spidrtech, http://crunchbase.com/organization/spidr-2;SPIDR is a platform that transforms law enforcement agencies into data-driven police organizations
spiky.ai;http://spiky.ai, https://twitter.com/@spikyAI, http://crunchbase.com/organization/spiky-ai;AI-based online meeting enhancement platform.
Spill;http://spillnow.com, https://twitter.com/@spill, http://crunchbase.com/organization/spillnow;Anonymous peer support
Spiral;http://spiralup.co, https://twitter.com/@usespiral, http://crunchbase.com/organization/spiral-technologies;Spiral turns customer feedback into actionable insights
Spiral Technology;http://spiral.technology, https://twitter.com/@spiraltechXR, http://crunchbase.com/organization/spiral-technology;Machine intelligence for the industrial workforce.
Spitfire Athlete;http://spitfireathlete.com, https://twitter.com/@spitfireathlete, http://crunchbase.com/organization/spitfire-athlete;We're building a movement that stands for greatness and badassery among women starting with a strength training app.
Splash;http://splashhq.com, https://twitter.com/@popgunlabs, http://crunchbase.com/organization/popgun;Popgun is using deep learning to create an AI musician who will become an essential creative partner for musicians worldwide.
splashmob;http://splashmob.app, https://twitter.com/@SplashmobApp, http://crunchbase.com/organization/splashmob;Splashmob is a self-serve platform for creating custom, interactive, real-time second-screen experiences for concerts, live streaming, broadcast, sports and radio.
Spliqs;http://spliqs.com, https://twitter.com/@spliqs_ai, http://crunchbase.com/organization/spliqs-intelligent-media#section-overview;Spliqs addresses the problem of augmenting human creative problem solving by leveraging AI's capacity for generating options, provoking novel perspectives, and
Split Gym;http://splitpass.com, http://crunchbase.com/organization/splitgym;A mobile app that allows users to rent someone's fitness membership or sell their own.
Splitty;http://splittytravel.com, https://twitter.com/@splittytravel, http://crunchbase.com/organization/splitty-travel-ltd;Splitting your hotel stay into multiple reservations to get you the lowest rates on your room
SPLT;http://splt.io, https://twitter.com/@splt, http://crunchbase.com/organization/splitting-fares--splt-;SPLT is an enterprise ridesharing platform changing the way people commute together.
Spocket;http://spocket.co, https://twitter.com/@spocketofficial, http://crunchbase.com/organization/spocket;Marketplace for dropshippers to find products
Spoiler Alert;http://spoileralert.com, https://twitter.com/@SpoilerAlert, http://crunchbase.com/organization/spoileralert;Spoiler Alert offers helps operators of food distribution and fulfillment centers better manage unsold inventory.
Spoken;http://getspokenapp.com, https://twitter.com/@getspokenapp, http://crunchbase.com/organization/alchemy-learning;Spoken leverages A.I. to provide private live English instruction for $5/hour.
Sponsokit;http://sponsokit.com, https://twitter.com/@sponsokit, http://crunchbase.com/organization/sponsokit;Where companies build relationships with influential video creators.
Spontaneously;http://spontaneously.com, https://twitter.com/@spontaneously, http://crunchbase.com/organization/spontaneously;Social planning simplified
Spontly;http://spontly.com, https://twitter.com/@spontly, http://crunchbase.com/organization/spontly;Experience, Share, Relive
SPOOLIFY AI;http://spoolify.io, https://twitter.com/@spoolifyships, http://crunchbase.com/organization/spoolify;Spoolify is an AI platform connecting the $25Bn maritime service jobs industry to vetted personnel from around the world.
Spoonshot;http://spoonshot.com, https://twitter.com/@spoonshotx, http://crunchbase.com/organization/dishq;Spoonshot's technology leverages food science and artificial intelligence to predict consumer tastes and food trends.
Spoon University;http://spoonuniversity.com, https://twitter.com/@SpoonUniversity, http://crunchbase.com/organization/spoon-university;Next generation food network
Spora Health;http://sporahealth.com, https://twitter.com/@SporaHealth, http://crunchbase.com/organization/spora-health;A primary care network for people of color.
Sportsicon;http://sportsicon.co, https://twitter.com/@SportsIcon_, http://crunchbase.com/organization/sportsicon;Connect with the greatest sportspeople of all time through NFTs.
Sportsy;http://sportsy.com, https://twitter.com/@sportsy, http://crunchbase.com/organization/training-labs;Mobile education and training for sports
Sporttrade;http://sporttrade.io, https://twitter.com/@sporttrade_app, http://crunchbase.com/organization/sporttrade;Sporttrade is a peer to peer marketplace for sports betting.
SpotCrowd;http://spotcrowd.com, https://twitter.com/@stopshoplifting, http://crunchbase.com/organization/spotcrowd#section-overview;Developing technologies for tomorrow
SpotHero;http://spothero.com, https://twitter.com/@spothero, http://crunchbase.com/organization/spothero;SpotHero is a platform that allows parking lots and garages to drive extra customers to their existing locations.
SpotRight;http://spotright.com, https://twitter.com/@SpotRight, http://crunchbase.com/organization/spot-influence;Topical social influence API
Sprout.ai;http://sprout.ai, https://twitter.com/@Sprout_ai, http://crunchbase.com/organization/sprout-ai;Sprout.ai empowers insurers to settle claims in as little as 24 hours by providing data driven insights.
Sprout Wellness Solutions;http://sproutatwork.com, https://twitter.com/@SproutAtWork, http://crunchbase.com/organization/sprout-4#section-overview;Take Corporate Wellness to the next level
Spruce;http://spruce.me, https://twitter.com/@SpruceMeUp, http://crunchbase.com/organization/spruce-5;"Spruce isn't just a barbershop; we are a one-stop shop for those looking to update their looks and increase their confidence."
Spruce Labs;http://sprucelabs.ai, https://twitter.com/@sprucebot, http://crunchbase.com/organization/sprucelabs;The creators of Sprucebot, the first ever Guest Experience Bot.
Spyn Pay;http://spyncard.com, https://twitter.com/@SpynCard, http://crunchbase.com/organization/spyn-card;A fintech startup offering a card that keeps you out of debt and in control of your finances.
Sqord;http://sqord.com, https://twitter.com/@Sqord_Inc, http://crunchbase.com/organization/sqord;A fun social platform that inspires kids to be active during everyday play
SQOR.io;http://sqor.io, https://twitter.com/@SQOR_io;
SquadTrip;http://squadtrip.com;
Squid IQ;http://squid-iq.com, http://crunchbase.com/organization/squid-iq;Take control of medical device management.
Squirrel;http://squirrel.me, https://twitter.com/@asksquirrel, http://crunchbase.com/organization/squirrel-2;Squirrel is a technology platform that enables people to regain control of their finances. A financial concierge for the people.
srve;http://srve.co, http://crunchbase.com/organization/srve;SRVE is a personal chef booking app connecting the social gathering planner to chefs they can hire.
Staax;http://staaxapp.com, http://crunchbase.com/organization/staax;The profitable peer-to-peer payment, which makes building wealth through investing in stocks as easy as receiving payment from your friends.
Stabilitas;http://stabilitas.io, https://twitter.com/@OnSolve, http://crunchbase.com/organization/stabilitas;Stabilitas is an AI-powered risk intelligence platform that helps security professionals save time, money, and lives. ACQUIRED BY ONSOLVE IN AUG 2020.
Stabl;http://stabl.io, http://crunchbase.com/organization/stabl;Moving Recovery from Clinic to Living Room
Stackery;http://stackery.io, https://twitter.com/@stackeryio, http://crunchbase.com/organization/stackery;Serverless Development for Teams
Stackhouse;http://stackhouse.life, https://twitter.com/@Stackhouse_life, http://crunchbase.com/organization/stackhouse;Stackhouse builds urban vertical docking communities for movable container homes. First location will be Denver, CO in 2022.
Stackin';http://startstackin.com, https://twitter.com/@startstackin, http://crunchbase.com/organization/stackin;Stackin' is an app-based service that provides personalized financial education.
Stack Moxie;http://stackmoxie.com, https://twitter.com/@StackMoxie, http://crunchbase.com/organization/stackmoxie;Automated observability and monitoring for complex no-code tech stacks, like Sales and Marketing.
StackSource;http://stacksource.com, https://twitter.com/@stacksource, http://crunchbase.com/organization/stacksource;StackSource is the online platform for commercial real estate loans.
Staffless.ai;http://staffless.ai, https://twitter.com/@AiStaffless, http://crunchbase.com/organization/staffless-ai;
StageKeep;http://stagekeep.com, https://twitter.com/@stagekeep, http://crunchbase.com/organization/stagekeep;Collaborative tool for creators to easily manage, design and review the pre-production logistics, rehearsals and videos for performance productions saving stakeholders time and money.
stagelink;http://stagelink.com, https://twitter.com/@stagelinktweet, http://crunchbase.com/organization/stagelink;Marketing AI for sm/all businesses
Stance Fitness Ltd;http://stancehome.com;Stance is a Fit Tech SaaS company, developing a smart tracking and monitoring system for gym users in the weight/strength and conditioning areas.
Standard Analytics;http://standardanalytics.io, https://twitter.com/@StdrdAnalytics, http://crunchbase.com/organization/standard-analytics;Organizing the world's scientific information
Stand In;http://tinycreative.com, https://twitter.com/@standinapp, http://crunchbase.com/organization/stand-in;A design platform made for all screens
Staq;http://staq.io, https://twitter.com/@GetStaq, http://crunchbase.com/organization/staq;Staq is a backend-as-a-service for games. We make it simple to monetize and optimize free to play games on mobile, web and consoles.
Star Kitchens Group;http://starkitchensgroup.com, https://twitter.com/@orda_africa, http://crunchbase.com/organization/star-kitchens-group-inc;"Orda is a ""cloud-based"" restaurant operating system built for African chefs and food business owners"
Stark Mobility;http://starkmobility.com, https://twitter.com/@starkmobility, http://crunchbase.com/organization/stark-mobility-inc;The future of transportation is shared.
StarStreet;http://playdraft.com, https://twitter.com/@StarStreet, http://crunchbase.com/organization/starstreet;Head to head real money fantasy drafts
StartGlobal;http://startglobal.co, https://twitter.com/@StartGlobalHQ, http://crunchbase.com/organization/startglobal;Start and manage your global business, from anywhere
Stasis Labs;http://stasislabs.com, https://twitter.com/@stasislabs, http://crunchbase.com/organization/stasis-labs;Building a health monitoring system that allows doctors to catch declining patients and intervene before a critical event.
Stateless;http://bestateless.com, https://twitter.com/@bestateless, http://crunchbase.com/organization/stateless-inc;Stateless provides high performance scalable network functions for private and public clouds.
Statera;http://hellostatera.com, http://crunchbase.com/organization/statera-d476;Bringing transparency and predictability to clinician compensation #Healthcare #SaaS #B2B
StatMuse;http://statmuse.com, https://twitter.com/@StatMuse, http://crunchbase.com/organization/statmuse;The Voice of Sports
StatsHelix;http://statshelix.com, https://twitter.com/@statshelix, http://crunchbase.com/organization/statshelix;StatsHelix is a gametech company that creates interactive engagement layers and broadcast tools for the gaming industry.
StatsMix;http://statsmix.com, https://twitter.com/@statsmix, http://crunchbase.com/organization/statsmix;Custom dashboards to aggregate metrics
StaTwig;http://statwig.com, https://twitter.com/@StaTwig, http://crunchbase.com/organization/statwig-technology-services;Blockchain-powered supply chain solutions for enhanced product visibility
Staxe;http://staxe.io, https://twitter.com/@staxeproject, http://crunchbase.com/organization/staxe;Enabling music and creative production economies in web3.
Stefan's Head;http://stefanshead.com, https://twitter.com/@stefanshead, http://crunchbase.com/organization/stefan-s-head;Text message driven retail brand TXT STEFAN: 646-759-0904
Stellar Reviews;http://weespring.com, https://twitter.com/@wee_spring, http://crunchbase.com/organization/weespring;Get honest advice from your friends about what you need for your baby
StepOut;http://stepout.com, https://twitter.com/@stepoutnow, http://crunchbase.com/organization/stepout;Group dating
Stepsize;http://stepsize.com, https://twitter.com/@StepsizeHQ, http://crunchbase.com/organization/stepsize;Stepsize builds tools for teams to develop better software faster
STIGMA;http://thestigma.app, http://crunchbase.com/organization/stigma-app;Stigma App is a media firm and mental health app dedicated to eradicating the stigma associated with mental illness and other misunderstood disorders. Founded in 2020 and is based in Chicago, IL.
Stockfuse;http://stockfuse.com, https://twitter.com/@stockfuse, http://crunchbase.com/organization/stockfuse;Stockfuse is a revolutionary candidate evaluation and talent development platform, employing gamification technology to bring skill-based recruitment to the financial services industry.
Stockly;http://stockly.ai, https://twitter.com/@stockly_ai, http://crunchbase.com/organization/stockly;Stockly is a technology allowing e-retailers to increase sales, reducing stock-outs.
StopLight;http://stoplight.io, https://twitter.com/@stoplightio, http://crunchbase.com/organization/stoplight;Helping developers build, test, and improve their web APIs.
StoreCash;http://storecashapp.com, https://twitter.com/@StoreCash_, http://crunchbase.com/organization/storecash;Digital currency for the unbanked
Storefront;http://thestorefront.com, https://twitter.com/@Storefront, http://crunchbase.com/organization/popup-immo-2;Storefront is an online marketplace for renting short term retail space.
Storetasker;http://storetasker.com, https://twitter.com/@Lorem_tech, http://crunchbase.com/organization/lorem-technologies;The #1 Shopify marketplace for hiring developers, designers, and marketers
Storey The App;http://storeytheapp.com, https://twitter.com/@StoreyTheApp, http://crunchbase.com/organization/storey;Shop and sell from your digital wardrobe: We are automatically building the world's largest and most transparent second-hand designer fashion inventory.
StormSensor;http://stormsensor.io, https://twitter.com/@stormsensor, http://crunchbase.com/organization/stormsensor-inc;StormSensor creates smart urban watersheds. Our sensors & analytics provide insights to cities regarding how their stormwater systems function & where they fail
StoryFit;http://storyfit.com, https://twitter.com/@storyfit, http://crunchbase.com/organization/storyfit;StoryFit uses machine learning and data analysis to predict content marketability, improve discovery, and drive sales for books, tv, and movies.
StoryTap;http://storytap.com, https://twitter.com/@storytapvideo, http://crunchbase.com/organization/storytap;Star rated video reviews from anyone, anywhere.
Storytellers Rule The World;http://joinpeek.io, https://twitter.com/@peek_io, http://crunchbase.com/organization/peek-co;Peek is a social reading app that creates a multiplayer reading experience, allowing users to purchase books, discuss in text, engage with authors, and interact with other readers in real time.
StoryXpress;http://storyxpress.co, https://twitter.com/@StoryXpress, http://crunchbase.com/organization/storyxpress#/entity;Create, host and track videos at scale.
str8bat;http://str8bat.com, https://twitter.com/@Str8Bat, http://crunchbase.com/organization/str8bat-sport-tech-solutions-pvt-ltd;str8bat sits on your sports equipment & gives you actionable insights to help you PLAY BETTER, connects you to worlds best coaches and your peers.
STRAFFR;http://en.straffr.com, http://crunchbase.com/organization/straffr-gmbh;
Strangeloop Studios;http://strangeloop-studios.com, https://twitter.com/@strangeloop_s, http://crunchbase.com/organization/strangeloop;Strangeloop Studios is a new media content studio, producing virtual characters and narrative IP across IRL and digital platforms.
Strategic BIM;http://strategicbim.it, http://crunchbase.com/organization/strategic-bim;Strategic BIM is a PropTech startup that provides digital twin, IoT, and Building Information Modeling (BIM) solutions and services.
Strategic Blue;http://strategic-blue.com, https://twitter.com/@StrategicBlue, http://crunchbase.com/organization/strategic-blue;Unlock cloud pricing
StrategyConnect;http://strategyconnect.co, https://twitter.com/@StrategyConnec2, http://crunchbase.com/organization/strategyconnect;Platform to operationalize agile teams by matching in-house & external on-demand talents to deliverables to fulfill business's skillset gap cost-effectively.
Strayos;http://strayos.com, https://twitter.com/@StrayosAI, http://crunchbase.com/organization/strayos;Strayos is a visual AI platform using computer vision, drones and sensor data to map subsurface for underground object detection
Stready;http://stready.com, http://crunchbase.com/organization/stready;Stready is supercharging loyalty by enabling retailers and brands to encourage physical activity. To view the company one-page summary click here - https://app.buildmemo.com/s/yxr~~w
stream.io;http://stream.io, https://twitter.com/@getstream_io, http://crunchbase.com/organization/stream-io;Social networks in one place
Streamline Genomics;http://streamlinegenomics.com, https://twitter.com/@streamlinegx, http://crunchbase.com/organization/streamline-genomics;A platform to help clinicians and researchers benefit from genomic sequencing without the need for data analysis expertise.
Streamroot;http://streamroot.io, https://twitter.com/@StreamRoot, http://crunchbase.com/organization/streamroot;Peer-to-peer video delivery solution
StreetMetrics;http://streetmetrics.io, https://twitter.com/@streetmetrics, http://crunchbase.com/organization/streammetrics;StreetMetrics uses location data to help brands tell better stories in the real world
STRE.ME;http://stre.me, https://twitter.com/@stremellc, http://crunchbase.com/organization/stre-me;A platform that brings real change to how implicit biases affect the way people think, behave, and work through measurable awareness and accountability.
